id,date,team_1_name,team_2_name,d_ability_1,d_ability_3,d_ability_4,is_november,is_february,d_form_4,d_h2h_2,c_ability_3,team_1_prob,team_2_prob,team_tie_prob
5a120d709772221454d5f498,2017-12-02 12:30:00,Chelsea,Newcastle Utd,1.9675106228667913,2.011870062721362,2.004702734634498,-0.3388980777397157,-0.3181852350791174,-0.48595668424840277,-1.402763098954327,1.9238197040582754,,,
5a120d709772221454d5f499,2017-12-02 15:00:00,Brighton,Liverpool,-1.473033792274957,-1.3855527245882788,-1.3758679336556485,-0.3388980777397157,-0.3181852350791174,-1.6417963288470223,-1.402763098954327,-1.3156519133930697,,,
5a120d709772221454d5f49a,2017-12-02 15:00:00,Everton,Huddersfield,1.407229147761233,1.3852115211784541,1.4168334861826462,-0.3388980777397157,-0.3181852350791174,1.3173354570502245,-1.402763098954327,1.319116359780627,,,
5a120d709772221454d5f49b,2017-12-02 15:00:00,Leicester,Burnley,0.10381964332762542,0.17807168548067193,0.1833171303889298,-0.3388980777397157,-0.3181852350791174,1.4424394612488267,-1.402763098954327,0.023212730277511195,,,
5a120d709772221454d5f49c,2017-12-02 15:00:00,Stoke City,Swansea,-0.06367499192228651,-0.07450311963206416,-0.07417617648269507,-0.3388980777397157,-0.3181852350791174,0.353851956092117,-1.402763098954327,-0.14250315013617987,,,
5a120d709772221454d5f49d,2017-12-02 15:00:00,Watford,Tottenham,-1.9494917709903714,-1.990548059172977,-2.015902391674472,-0.3388980777397157,-0.3181852350791174,-1.2483656347779373,-1.402763098954327,-1.9877739061080644,,,
5a120d709772221454d5f49e,2017-12-02 15:00:00,West Brom,Crystal Palace,0.15047687010006866,0.02742429704832051,0.032682852827576506,-0.3388980777397157,-0.3181852350791174,0.24193525908666796,-1.402763098954327,-0.273774006311908,,,
5a120d709772221454d5f49f,2017-12-02 17:30:00,Arsenal,Manchester United,-0.09842435361317618,0.03513060965927534,0.032880442506335636,-0.3388980777397157,-0.3181852350791174,-1.7597303740653536,-1.402763098954327,-0.014979754651011156,,,
5a120d709772221454d5f4a0,2017-12-03 13:30:00,Bournemouth,Southampton,-0.16643207793739592,-0.20420362771060777,-0.2067096178597559,-0.3388980777397157,-0.3181852350791174,-0.16917232477643188,-1.402763098954327,-0.23937974090200706,,,
5a120d709772221454d5f4a1,2017-12-03 16:00:00,Manchester City,West Ham,2.780268954761662,2.8274914141493523,2.8417516759560857,-0.3388980777397157,-0.3181852350791174,-0.05953658730043748,-1.402763098954327,2.869759013263891,,,
